experiment_id,model,domain,metric,best_score,best_iteration,run_completed,symfluence_version,code_commit,collected_at
domain_Bow_at_Banff_lumped_elev_sd_routing:catchment/lumped/Bow_at_Banff_lumped_elev_sd_routing/Bow_at_Banff_lumped_elev_sd_routing_catchment_delineated.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,49,,2026-07-19T12:39:44Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_delineate.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,49,,2026-07-19T05:17:50Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_basins/Bow_at_Banff_lumped_elev_sd_routing_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,1,,2026-07-19T05:17:46Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_delineate.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,49,,2026-07-19T05:17:50Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_elev_sd_routing:river_network/Bow_at_Banff_lumped_elev_sd_routing_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_elev_sd_routing,n_features,1,,2026-07-19T05:17:46Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/Bow_at_Banff_lumped_era5/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,2026-07-19T12:39:15Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/benchmark/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,2026-07-21T02:21:14Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_era5:catchment/lumped/run_1/Bow_at_Banff_lumped_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,2026-07-21T14:21:33Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_era5:river_basins/Bow_at_Banff_lumped_era5_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,2026-07-21T13:33:43Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_era5:river_network/Bow_at_Banff_lumped_era5_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_era5,n_features,1,,2026-07-21T13:33:43Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_land_classes:catchment/lumped/Bow_at_Banff_lumped_land_classes/Bow_at_Banff_lumped_land_classes_HRUs_landclass.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,9,,2026-07-19T12:39:48Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_land_classes:river_basins/Bow_at_Banff_lumped_land_classes_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,1,,2026-07-19T05:16:47Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_land_classes:river_network/Bow_at_Banff_lumped_land_classes_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_land_classes,n_features,1,,2026-07-19T05:16:47Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,2026-07-19T12:39:22Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:catchment/lumped/Bow_at_Banff_lumped_sd_routing/Bow_at_Banff_lumped_sd_routing_catchment_delineated.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,2026-07-19T12:39:22Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_delineate.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,2026-07-19T05:17:33Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:river_basins/Bow_at_Banff_lumped_sd_routing_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,2026-07-19T05:17:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_delineate.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,49,,2026-07-19T05:17:33Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_lumped_sd_routing:river_network/Bow_at_Banff_lumped_sd_routing_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_lumped_sd_routing,n_features,1,,2026-07-19T05:17:29Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp1_streamflow_only/Bow_at_Banff_multivar_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,2026-07-21T18:54:34Z,0.9.2,17762ac8,2026-07-21T19:07:55Z
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp3_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,2026-07-20T03:36:10Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_multivar:catchment/lumped/bow_exp4_moead_joint/Bow_at_Banff_multivar_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,2026-07-21T12:50:00Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_multivar:river_basins/Bow_at_Banff_multivar_riverBasins_lumped.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,2026-07-19T12:28:03Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_multivar:river_network/Bow_at_Banff_multivar_riverNetwork_lumped.shp,geometry,domain_Bow_at_Banff_multivar,n_features,1,,2026-07-19T12:28:03Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev:catchment/semidistributed/Bow_at_Banff_semidistributed_elev/Bow_at_Banff_semidistributed_elev_HRUs_elevation.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,363,,2026-07-19T12:39:56Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev:river_basins/Bow_at_Banff_semidistributed_elev_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,49,,2026-07-19T05:18:21Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev:river_network/Bow_at_Banff_semidistributed_elev_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev,n_features,49,,2026-07-19T05:18:21Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev_aspect:catchment/semidistributed/Bow_at_Banff_semidistributed_elev_aspect/Bow_at_Banff_semidistributed_elev_aspect_HRUs_elevation_aspect.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,2409,,2026-07-19T12:40:08Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev_aspect:river_basins/Bow_at_Banff_semidistributed_elev_aspect_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,49,,2026-07-19T05:22:40Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_elev_aspect:river_network/Bow_at_Banff_semidistributed_elev_aspect_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_elev_aspect,n_features,49,,2026-07-19T05:22:40Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_era5:catchment/semidistributed/Bow_at_Banff_semidistributed_era5/Bow_at_Banff_semidistributed_era5_HRUs_GRUs.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,2026-07-19T12:39:51Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_era5:river_basins/Bow_at_Banff_semidistributed_era5_riverBasins_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,2026-07-19T05:18:06Z,0.9.2,9d6bb65a,2026-07-21T14:31:31Z
domain_Bow_at_Banff_semidistributed_era5:river_network/Bow_at_Banff_semidistributed_era5_riverNetwork_semidistributed.shp,geometry,domain_Bow_at_Banff_semidistributed_era5,n_features,49,,2026-07-19T05:18:06Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal:catchment/semidistributed/Iceland_coastal/Iceland_coastal_HRUs_GRUs.shp,geometry,domain_Iceland_coastal,n_features,2284,,2026-07-19T14:07:24Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_semidistributed.shp,geometry,domain_Iceland_coastal,n_features,1864,,2026-07-19T14:07:13Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal:river_basins/Iceland_coastal_riverBasins_with_coastal.shp,geometry,domain_Iceland_coastal,n_features,2284,,2026-07-19T14:07:22Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal:river_network/Iceland_coastal_riverNetwork_semidistributed.shp,geometry,domain_Iceland_coastal,n_features,1895,,2026-07-19T14:07:13Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal_elev:catchment/semidistributed/Iceland_coastal_elev/Iceland_coastal_elev_HRUs_elevation.shp,geometry,domain_Iceland_coastal_elev,n_features,7185,,2026-07-19T15:13:01Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_semidistributed.shp,geometry,domain_Iceland_coastal_elev,n_features,1864,,2026-07-19T15:12:30Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal_elev:river_basins/Iceland_coastal_elev_riverBasins_with_coastal.shp,geometry,domain_Iceland_coastal_elev,n_features,2284,,2026-07-19T15:12:37Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_coastal_elev:river_network/Iceland_coastal_elev_riverNetwork_semidistributed.shp,geometry,domain_Iceland_coastal_elev,n_features,1895,,2026-07-19T15:12:30Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_regional:catchment/semidistributed/Iceland_regional/Iceland_regional_HRUs_GRUs.shp,geometry,domain_Iceland_regional,n_features,1894,,2026-07-19T15:58:12Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_regional:river_basins/Iceland_regional_riverBasins_semidistributed.shp,geometry,domain_Iceland_regional,n_features,1894,,2026-07-19T15:58:06Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_Iceland_regional:river_network/Iceland_regional_riverNetwork_semidistributed.shp,geometry,domain_Iceland_regional,n_features,1895,,2026-07-19T15:58:06Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_aorc/paradise_snotel_wa_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa,n_features,1,,2026-07-19T17:35:52Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_conus404/paradise_snotel_wa_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa,n_features,1,,2026-07-19T19:50:23Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_era5/paradise_snotel_wa_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa,n_features,1,,2026-07-20T10:02:33Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa:catchment/point/forcing_ensemble_rdrs/paradise_snotel_wa_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa,n_features,1,,2026-07-20T12:42:38Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa:river_basins/paradise_snotel_wa_riverBasins_point.shp,geometry,domain_paradise_snotel_wa,n_features,1,,2026-07-20T12:42:33Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa_era5:catchment/point/paradise_snotel_wa_era5/paradise_snotel_wa_era5_HRUs_GRUs.shp,geometry,domain_paradise_snotel_wa_era5,n_features,1,,2026-07-19T15:58:21Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
domain_paradise_snotel_wa_era5:river_basins/paradise_snotel_wa_era5_riverBasins_point.shp,geometry,domain_paradise_snotel_wa_era5,n_features,1,,2026-07-19T15:58:20Z,0.9.2,9d6bb65a,2026-07-21T14:31:32Z
forcing_ensemble_aorc@SUMMA,SUMMA,domain_paradise_snotel_wa,RMSE,-386.3030513,880,2026-07-19T19:49:57Z,0.9.2,4c0c2d04,2026-07-20T20:30:50Z
forcing_ensemble_conus404@SUMMA,SUMMA,domain_paradise_snotel_wa,RMSE,-306.1649133,618,2026-07-19T22:25:23Z,0.9.2,4c0c2d04,2026-07-20T20:30:50Z
forcing_ensemble_rdrs@SUMMA,SUMMA,domain_paradise_snotel_wa,RMSE,-211.9137474,466,2026-07-20T18:24:17Z,0.9.2,4c0c2d04,2026-07-20T20:30:50Z
run_1@CRHM,CRHM,domain_Bow_at_Banff_lumped_era5,KGE,0.9293502046,993,2026-07-20T20:22:22Z,0.9.2,4c0c2d04,2026-07-20T20:30:49Z
run_1@FUSE,FUSE,domain_Bow_at_Banff_lumped_era5,KGE,0.9402980047,4318,2026-07-20T20:34:15Z,0.9.2,1cc4bf75,2026-07-20T20:39:40Z
run_1@GSFLOW,GSFLOW,domain_Bow_at_Banff_lumped_era5,KGE,0.8006979086,959,2026-07-20T21:10:32Z,0.9.2,503060df,2026-07-20T21:20:33Z
run_1@HBV,HBV,domain_Bow_at_Banff_lumped_era5,KGE,0.8872542606,983,2026-07-20T21:15:21Z,0.9.2,503060df,2026-07-20T21:20:33Z
run_1@HECHMS,HECHMS,domain_Bow_at_Banff_lumped_era5,KGE,0.8525165733,980,2026-07-20T21:18:17Z,0.9.2,503060df,2026-07-20T21:20:33Z
run_1@SACSMA,SACSMA,domain_Bow_at_Banff_lumped_era5,KGE,0.8816839133,1935,2026-07-21T19:26:53Z,0.9.2,6ea0d4d7,2026-07-21T19:30:05Z
run_1@SUMMA,SUMMA,domain_Bow_at_Banff_lumped_era5,KGE,0.7914004438,933,2026-07-21T02:05:25Z,0.9.2,f838e8ce,2026-07-21T02:06:24Z
run_1@SWAT,SWAT,domain_Bow_at_Banff_lumped_era5,KGE,0.7817125898,977,2026-07-21T02:08:15Z,0.9.2,64466f75,2026-07-21T02:16:40Z
run_1@TOPMODEL,TOPMODEL,domain_Bow_at_Banff_lumped_era5,KGE,0.9533931996,752,2026-07-21T14:20:38Z,0.9.2,d2261f02,2026-07-21T14:20:49Z
run_1@XINANJIANG,XINANJIANG,domain_Bow_at_Banff_lumped_era5,KGE,0.914235444,986,2026-07-21T14:40:17Z,0.9.2,eab1550e,2026-07-21T14:42:03Z
